"Campaign Id","Campaign Name",Channel,Status,"Campaign Type","Message Type","Split Id",Sender,"Subject line or Title",Entered,"Sent Date","Published Time",Published,Sent,"Sent %",Delivered,"Delivered %","Amplified Delivery","Total Opened/Read","Unique Opened","Unique Opened %","Total Clicked","Unique Clicked","Unique Clicked %",Conversions,"Conversion %","Unique Conversions",Revenue,"Not Sent","Not Sent %",Unsubscribed,"Unsubscribed %",Bounce,"Bounce %",Abuse,"Abuse %",Forward,Tags,"List Names","List IDs","Segment Names","Segment IDs","UDT Names","UDT IDs","Msg Size","App Name",OS,"All Users","Rich Type","Total AMP Opened","Unique AMP Opened ","Total HTML Opened","Unique HTML Opened","Total AMP Clicked","Unique AMP Clicked","Total HTML Clicked","Unique HTML Clicked","Total AMP Submission","Unique AMP Submission"
32471,FTSY_DIS_APN_GL_xx_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Shaandaar Sunday Discount 🥳","2023-03-12 11:02:02",,"2023-03-12 15:04:00",1881,1881,100,1074,57.1,18,NA,NA,NA,14,14,0.74,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_GL_xx_UF_UP-WvsMUMBAI-W_20230312,15851,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32472,FTSY_DIS_APN_SL_xx_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Aaj khelo HOT CONTEST🔥","2023-03-12 11:02:13",,"2023-03-12 15:04:00",48,48,100,33,68.75,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_SL_xx_UF_UP-WvsMUMBAI-W_20230312,15852,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32472,FTSY_DIS_APN_SL_xx_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Aaj khelo HOT CONTEST🔥","2023-03-12 11:02:13",,"2023-03-12 15:04:00",1723,1723,100,1022,59.32,22,NA,NA,NA,18,18,1.04,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_SL_xx_UF_UP-WvsMUMBAI-W_20230312,15852,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32473,FTSY_DIS_APN_SL_xx_PS_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Aaj khelo HOT CONTEST🔥","2023-03-12 11:02:13",,"2023-03-12 15:04:00",3819,3819,100,2215,58,81,NA,NA,NA,60,60,1.57,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_SL_xx_PS_UP-WvsMUMBAI-W_20230312,15853,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32480,FTSY_DIS_APN_LJ_100P_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"FREE! FREE! FREE!","2023-03-12 11:02:55",,"2023-03-12 15:04:00",20,20,100,14,70,0,NA,NA,NA,1,1,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_100P_UF_UP-WvsMUMBAI-W_20230312,15861,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32480,FTSY_DIS_APN_LJ_100P_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"FREE! FREE! FREE!","2023-03-12 11:02:55",,"2023-03-12 15:04:00",65,65,100,37,56.92,1,NA,NA,NA,2,2,3.08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_100P_UF_UP-WvsMUMBAI-W_20230312,15861,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32481,FTSY_DIS_APN_LJ_50P_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Haar Ko Jeet Mein Badlo💪","2023-03-12 11:02:55",,"2023-03-12 15:04:00",2,2,100,2,100,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_50P_UF_UP-WvsMUMBAI-W_20230312,15860,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32481,FTSY_DIS_APN_LJ_50P_UF_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Haar Ko Jeet Mein Badlo💪","2023-03-12 11:02:55",,"2023-03-12 15:04:00",3,3,100,3,100,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_50P_UF_UP-WvsMUMBAI-W_20230312,15860,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32483,FTSY_DIS_APN_LJ_25P_PS_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Haar Ko Jeet Mein Badlo💪","2023-03-12 11:02:56",,"2023-03-12 15:04:00",36,36,100,25,69.44,1,NA,NA,NA,2,2,5.56,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_25P_PS_UP-WvsMUMBAI-W_20230312,15864,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32484,FTSY_DIS_APN_LJ_50P_PS_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"Haar Ko Jeet Mein Badlo💪","2023-03-12 11:02:56",,"2023-03-12 15:04:00",266,266,100,179,67.29,6,NA,NA,NA,7,7,2.63,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_50P_PS_UP-WvsMUMBAI-W_20230312,15863,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32485,FTSY_DIS_APN_LJ_100P_PS_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"FREE! FREE! FREE!","2023-03-12 11:02:57",,"2023-03-12 15:04:00",2090,2090,100,1329,63.59,33,NA,NA,NA,68,68,3.25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"IPL,T20,UPvsMUM,WOMENS",FTSY_DIS_APN_LJ_100P_PS_UP-WvsMUMBAI-W_20230312,15865,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32508,FTSY_DIS_APN_SP_RT_WD_NA_100P_PS_UP-WvsMUMBAI-W_20230312,"App Push",Sent,Regular,NA,0,NA,"FREE ENTRY MILI HAI 📢","2023-03-12 12:27:22",,"2023-03-12 15:04:00",96931,96931,100,29761,30.7,194,NA,NA,NA,444,443,0.46,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"GUJvsDEL,IPL,T20,WOMENS","SL Free Entry No Activity Special Cam PS Comm Data 12 MARCH,SL Free Entry Womens Special Cam PS Comm Data 12 march,special retention campaign free entry PS 12 march","15888,15891,15893",,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32510,"Pak T20 League XI out","App Push",Sent,Regular,NA,0,NA,"🏏Pak T20 League | XI Out","2023-03-12 13:22:09",,"2023-03-12 14:10:20",42320,42320,100,4720,11.15,8,NA,NA,NA,14,14,0.03,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32510,"Pak T20 League XI out","App Push",Sent,Regular,NA,0,NA,"🏏Pak T20 League | XI Out","2023-03-12 13:22:09",,"2023-03-12 14:10:20",337429,337429,100,127262,37.72,1544,NA,NA,NA,606,604,0.18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32509,"BAN vs ENG XI out","App Push",Sent,Regular,NA,0,NA,"🏏Bangladesh 🆚 England | XI Out","2023-03-12 12:57:56",,"2023-03-12 14:04:10",42322,42322,100,4590,10.85,18,NA,NA,NA,10,10,0.02,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32509,"BAN vs ENG XI out","App Push",Sent,Regular,NA,0,NA,"🏏Bangladesh 🆚 England | XI Out","2023-03-12 12:57:56",,"2023-03-12 14:04:10",337427,337427,100,129853,38.48,4096,NA,NA,NA,891,887,0.26,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,"lineups out","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Simple,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32492,RMY_BNT_APN_DD_XX_PS_20230312,"App Push",Sent,Regular,NA,0,NA,"Entry Fee = ❎!","2023-03-12 11:46:41",,"2023-03-12 13:06:00",1929,1929,100,981,50.86,26,NA,NA,NA,45,45,2.33,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_BNT_APN_DD_XX_PS_20230312,15872,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32493,RMY_BNT_APN_DD_XX_IOS_20230312,"App Push",Sent,Regular,NA,0,NA,"Entry Fee = ❎!","2023-03-12 11:46:41",,"2023-03-12 13:06:00",23,23,100,14,60.87,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_BNT_APN_DD_XX_IOS_20230312,15874,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32494,RMY_BNT_APN_DD_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Entry Fee = ❎!","2023-03-12 11:46:41",,"2023-03-12 13:06:00",868,868,100,435,50.12,10,NA,NA,NA,21,21,2.42,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_BNT_APN_DD_XX_UF_20230312,15875,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32497,RMY_UPS_APN_AC_XX_PS_20230312,"App Push",Sent,Regular,NA,0,NA,"Sunday bana Funday 🥳","2023-03-12 11:46:41",,"2023-03-12 13:06:00",3383,3383,100,1853,54.77,55,NA,NA,NA,21,21,0.62,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_UPS_APN_AC_XX_PS_20230312,15878,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32498,RMY_BNT_APN_DM_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Entry Fee = ❎!","2023-03-12 11:46:42",,"2023-03-12 13:06:00",590,590,100,189,32.03,4,NA,NA,NA,10,10,1.69,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_BNT_APN_DM_XX_UF_20230312,15880,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32499,RMY_UPS_APN_AC_XX_IOS_20230312,"App Push",Sent,Regular,NA,0,NA,"Sunday bana Funday 🥳","2023-03-12 11:46:42",,"2023-03-12 13:06:00",52,52,100,41,78.85,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_UPS_APN_AC_XX_IOS_20230312,15879,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32500,RMY_UPS_APN_AC_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Sunday bana Funday 🥳","2023-03-12 11:46:42",,"2023-03-12 13:06:00",2720,2720,100,1470,54.04,33,NA,NA,NA,13,13,0.48,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_UPS_APN_AC_XX_UF_20230312,15881,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32501,GAME_UPS_APN_AC_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Gaming is better with DISCOUNT...","2023-03-12 11:46:42",,"2023-03-12 13:06:00",59,59,100,37,62.71,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_UPS_APN_AC_XX_UF_20230312,15882,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32501,GAME_UPS_APN_AC_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Gaming is better with DISCOUNT...","2023-03-12 11:46:42",,"2023-03-12 13:06:00",653,653,100,426,65.24,10,NA,NA,NA,7,7,1.07,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_UPS_APN_AC_XX_UF_20230312,15882,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32502,GAME_BNT_APN_DD_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Let the fun begin! ✨","2023-03-12 11:46:42",,"2023-03-12 13:06:00",82,82,100,49,59.76,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_BNT_APN_DD_XX_UF_20230312,15883,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32502,GAME_BNT_APN_DD_XX_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Let the fun begin! ✨","2023-03-12 11:46:42",,"2023-03-12 13:06:00",1774,1774,100,924,52.09,13,NA,NA,NA,24,24,1.35,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_BNT_APN_DD_XX_UF_20230312,15883,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32503,RMY_REM_APN_SP_IOS_20230312,"App Push",Sent,Regular,NA,0,NA,"You can Enjoy different...","2023-03-12 11:46:42",,"2023-03-12 13:06:00",12,12,100,11,91.67,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_REM_APN_SP_IOS_20230312,15884,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32504,RMY_REM_APN_SP_PS_20230312,"App Push",Sent,Regular,NA,0,NA,"You can Enjoy different...","2023-03-12 11:46:42",,"2023-03-12 13:06:00",977,977,100,628,64.28,16,NA,NA,NA,9,9,0.92,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_REM_APN_SP_PS_20230312,15885,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32505,GAME_REM_APN_SP_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Feeling Bored? 🥱","2023-03-12 11:46:43",,"2023-03-12 13:06:00",14,14,100,9,64.29,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_REM_APN_SP_UF_20230312,15886,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32505,GAME_REM_APN_SP_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"Feeling Bored? 🥱","2023-03-12 11:46:43",,"2023-03-12 13:06:00",286,286,100,181,63.29,9,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"New Games",GAME_REM_APN_SP_UF_20230312,15886,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32506,RMY_REM_APN_SP_UF_20230312,"App Push",Sent,Regular,NA,0,NA,"You can Enjoy different...","2023-03-12 11:46:43",,"2023-03-12 13:06:00",383,383,100,248,64.75,6,NA,NA,NA,2,2,0.52,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,Rummy,RMY_REM_APN_SP_UF_20230312,15887,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19507,"EMAIL_FTSY_DIS_SPxDD_LJ_25P_ UP Vs MUMBAI 11 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Women's T20 League - Tap to get 25% OFF now!","2023-03-12 10:34:14","2023-03-12 12:47:17","2023-03-12 12:42:59",25559,25559,100,25447,99.56,NA,1236,1088,4.26,29,25,0.1,0,0,0,0,0,0,5,0.02,112,0.44,0,0,0,"Cricket,T20","FTSY_DIS_APN_LJ_25P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_LJ_25P_UF_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_25P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_25P_UF_UP-WvsMUMBAI-W_20230312","15854,15857,15862,15864",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19506,"EMAIL_FTSY_DIS_SPxDD_LJ_50P_UP Vs MUMBAI 12 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Women's T20 League - Tap to get 50% OFF now!","2023-03-12 11:25:31","2023-03-12 12:46:59","2023-03-12 12:42:43",5524,5524,100,5483,99.26,NA,239,205,3.71,13,6,0.11,0,0,0,0,0,0,0,0,41,0.74,0,0,0,"Cricket,T20","FTSY_DIS_APN_LJ_50P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_LJ_50P_UF_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_50P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_50P_UF_UP-WvsMUMBAI-W_20230312","15856,15858,15860,15863",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19505,"EMAIL_FTSY_DIS_SPxDD_LJ_100P_UP Vs MUMBAI 12 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Women's T20 League - Tap to grab FREE ENTRY now!","2023-03-12 10:33:27","2023-03-12 12:44:03","2023-03-12 12:41:57",3568,3568,100,3537,99.13,NA,167,135,3.78,8,8,0.22,0,0,0,0,0,0,0,0,31,0.87,0,0,0,"Cricket,T20","FTSY_DIS_APN_LJ_100P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_LJ_100P_UF_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_100P_PS_UP-WvsMUMBAI-W_20230312,FTSY_DIS_APN_SPxDD_100P_UF_UP-WvsMUMBAI-W_20230312","15855,15859,15861,15865",,,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19509,"GENERIC EMAIL 100 DAYS OPENER  UP Vs MUMBAI 12 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Lacs in winnings in Women's T20 League!","2023-03-13 17:35:34","2023-03-12 11:58:34","2023-03-12 11:58:07",20855,20855,100,20739,99.44,NA,598,543,2.6,13,10,0.05,0,0,0,0,0,0,10,0.05,116,0.56,0,0,0,"Cricket,generic,T20",,,"100 Days Opener 12 MAR",1235,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32490,FTSY_DIS_APN_GL_xx_PS_LAHOREvsKARACHI_20230312_102912_26154121,"App Push",Sent,Regular,NA,0,NA,"📢 LimitedTime Offer 📢","2023-03-12 11:42:14",,"2023-03-12 11:52:23",5284,5284,100,2828,53.52,70,NA,NA,NA,84,84,1.59,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_GL_xx_PS_LAHOREvsKARACHI_20230312_102912_26154121,15871,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32489,FTSY_DIS_APN_SL_xx_PS_LAHOREvsKARACHI_20230312_102912_26154122,"App Push",Sent,Regular,NA,0,NA,"Clock is ticking ⌚","2023-03-12 11:42:06",,"2023-03-12 11:51:15",5182,5182,100,2834,54.69,58,NA,NA,NA,97,97,1.87,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_SL_xx_PS_LAHOREvsKARACHI_20230312_102912_26154122,15869,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32488,FTSY_DIS_APN_HH_xx_PS_LAHOREvsKARACHI_20230312_102912,"App Push",Sent,Regular,NA,0,NA,"Weekend Dhamaka Offer✨","2023-03-12 11:41:58",,"2023-03-12 11:50:55",6035,6035,100,2144,35.53,37,NA,NA,NA,75,75,1.24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_HH_xx_PS_LAHOREvsKARACHI_20230312_102912,15867,,,,,,"MyTeam11 PlayStore",Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19508,"GENERIC EMAIL 90 DAYS OPENER  UP Vs MUMBAI 12 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Lacs in winnings in Women's T20 League!","2023-03-12 11:43:00","2023-03-12 11:50:28","2023-03-12 11:49:15",142491,142491,100,141686,99.44,NA,2866,2656,1.86,31,30,0.02,0,0,0,0,0,0,63,0.04,805,0.56,0,0,0,"Cricket,generic,T20",,,"90 Days Opener 12 MAR",1234,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32487,FTSY_DIS_APN_GL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154121,"App Push",Sent,Regular,NA,0,NA,"📢 LimitedTime Offer 📢","2023-03-12 11:35:35",,"2023-03-12 11:40:00",97,97,100,59,60.82,1,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_GL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154121,15870,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32487,FTSY_DIS_APN_GL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154121,"App Push",Sent,Regular,NA,0,NA,"📢 LimitedTime Offer 📢","2023-03-12 11:35:35",,"2023-03-12 11:40:00",2452,2452,100,1345,54.85,25,NA,NA,NA,19,19,0.77,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_GL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154121,15870,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32486,FTSY_DIS_APN_SL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154122,"App Push",Sent,Regular,NA,0,NA,"Clock is ticking ⌚","2023-03-12 11:30:29",,"2023-03-12 11:36:00",67,67,100,44,65.67,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_SL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154122,15868,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32486,FTSY_DIS_APN_SL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154122,"App Push",Sent,Regular,NA,0,NA,"Clock is ticking ⌚","2023-03-12 11:30:29",,"2023-03-12 11:36:00",2106,2106,100,1241,58.93,21,NA,NA,NA,14,14,0.66,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_SL_xx_UF_LAHOREvsKARACHI_20230312_102912_26154122,15868,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32382,FTSY_DIS_APN_HH_xx_UF_LAHOREvsKARACHI_20230312_102912,"App Push",Sent,Regular,NA,0,NA,"Weekend Dhamaka Offer✨","2023-03-09 23:10:15",,"2023-03-12 11:35:00",269,269,100,176,65.43,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_HH_xx_UF_LAHOREvsKARACHI_20230312_102912,15866,,,,,,MyTeam11-iOS,iOS,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32382,FTSY_DIS_APN_HH_xx_UF_LAHOREvsKARACHI_20230312_102912,"App Push",Sent,Regular,NA,0,NA,"Weekend Dhamaka Offer✨","2023-03-09 23:10:15",,"2023-03-12 11:35:00",4854,4854,100,2811,57.91,69,NA,NA,NA,36,36,0.74,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PAK,T20L",FTSY_DIS_APN_HH_xx_UF_LAHOREvsKARACHI_20230312_102912,15866,,,,,,MyTeam11-Android,Android,No,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19504,"GENERIC EMAIL 30 DAYS OPENER  UP Vs MUMBAI 12 MARCH",Email,Sent,Regular,NA,0,"MyTeam11 <fantasysports@delivery.myteam11.com>","Lacs in winnings in Women's T20 League!","2023-03-12 10:26:11","2023-03-12 11:22:45","2023-03-12 11:20:52",156947,156947,100,156436,99.67,NA,30558,27238,17.35,150,98,0.06,0,0,0,0,0,0,114,0.07,511,0.33,1,0,0,"Cricket,generic,T20",,,"30 Days Opener 12 MAR",1232,,,8,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32463,UN_GENERIC_CRICKET_ACTION_20230312,"App Push",Sent,Regular,NA,0,NA,"Non-Stop Cricket Action 🏏","2023-03-11 18:30:35",,"2023-03-12 09:05:00",42302,42302,100,4670,11.04,0,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Cricket,generic","All Contact",,,,,,,MyTeam11-iOS,iOS,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32463,UN_GENERIC_CRICKET_ACTION_20230312,"App Push",Sent,Regular,NA,0,NA,"Non-Stop Cricket Action 🏏","2023-03-11 18:30:35",,"2023-03-12 09:05:00",337306,337306,100,127129,37.69,3704,NA,NA,NA,384,378,0.11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Cricket,generic","All Contact",,,,,,,MyTeam11-Android,Android,Yes,Image,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
